Customer_ID,Product_Code,Unit_Price_Code,Location_Code,Currency_Code,Unit_of_Measure,Sales_Quantity,Sales_Date,Promotion_Code,Discount_Code,Loyalty_Program_Code,History,Created_DT,Created_User,Updated_DT,Updated_User
C000004,PC014,UPC014,L010,INR,Nos,2,2010-06-10 00:00:00,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC015,UPC015,L007,INR,Nos,1,2010-06-11 00:00:00,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC016,UPC016,L001,SDG,Kilogram,1,2010-06-12 00:00:00,PRO0002,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC017,UPC017,L001,SDG,Kilogram,3,2010-06-13 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC018,UPC018,L005,USD,Nos,1,2010-06-14 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC001,UPC001,L004,SDG,Liter,2,2010-06-15 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC002,UPC002,L003,INR,Liter,5,2010-06-16 00:00:00,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC003,UPC003,L006,USD,Nos,3,2010-06-17 00:00:00,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC004,UPC004,L009,INR,Kilogram,1,2010-06-18 00:00:00,,DC003,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC002,UPC002,L009,INR,Liter,2,2010-06-19 00:00:00,,DC004,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC003,UPC003,L004,USD,Nos,1,2010-06-20 00:00:00,,DC005,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC004,UPC004,L004,USD,Kilogram,1,2010-06-21 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC005,UPC005,L004,USD,Kilogram,3,2010-06-22 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC006,UPC006,L003,INR,Nos,1,2010-06-23 00:00:00,PRO0003,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC007,UPC007,L001,SDG,Nos,2,2010-06-24 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC008,UPC008,L007,USD,Kilogram,5,2010-06-25 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC009,UPC009,L009,INR,Kilogram,3,2010-06-26 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC010,UPC010,L006,USD,Kilogram,1,2010-06-27 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC011,UPC011,L002,SDG,Kilogram,2,2010-06-28 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC012,UPC012,L002,USD,Nos,1,2010-06-29 00:00:00,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC013,UPC013,L006,SDG,Nos,1,2010-06-30 00:00:00,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC014,UPC014,L002,SDG,Nos,3,2010-07-01 00:00:00,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC015,UPC015,L010,USD,Nos,1,2010-07-02 00:00:00,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC016,UPC016,L001,SDG,Kilogram,2,2010-07-03 00:00:00,,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC017,UPC017,L004,USD,Kilogram,5,2010-07-04 00:00:00,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC018,UPC018,L010,SDG,Nos,3,2010-07-05 00:00:00,,,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC001,UPC001,L001,INR,Liter,1,2010-07-06 00:00:00,,,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC002,UPC002,L006,SDG,Liter,2,2010-07-07 00:00:00,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC003,UPC003,L010,SDG,Nos,1,2010-07-08 00:00:00,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC004,UPC004,L002,USD,Kilogram,1,2010-07-09 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC002,UPC002,L009,SDG,Liter,3,2010-07-10 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC003,UPC003,L004,SDG,Nos,1,2010-07-11 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC004,UPC004,L002,USD,Kilogram,2,2010-07-12 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC005,UPC005,L008,USD,Kilogram,5,2010-07-13 00:00:00,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC006,UPC006,L007,INR,Nos,3,2010-07-14 00:00:00,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC007,UPC007,L003,USD,Nos,1,2010-07-15 00:00:00,PRO0001,DC003,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC008,UPC008,L005,SDG,Kilogram,2,2010-07-16 00:00:00,,DC004,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC009,UPC009,L001,SDG,Kilogram,1,2010-07-17 00:00:00,,DC005,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC010,UPC010,L001,SDG,Kilogram,1,2010-07-18 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC011,UPC011,L010,USD,Kilogram,3,2010-07-19 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC012,UPC012,L002,USD,Nos,1,2010-07-20 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC013,UPC013,L002,INR,Nos,2,2010-07-21 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC014,UPC014,L005,SDG,Nos,5,2010-07-22 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC015,UPC015,L001,USD,Nos,3,2010-07-23 00:00:00,PRO0002,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC016,UPC016,L009,USD,Kilogram,1,2010-07-24 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC017,UPC017,L010,INR,Kilogram,2,2010-07-25 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC018,UPC018,L001,USD,Nos,1,2010-07-26 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC001,UPC001,L003,SDG,Liter,1,2010-07-27 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC002,UPC002,L005,USD,Liter,3,2010-07-28 00:00:00,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC003,UPC003,L002,USD,Nos,1,2010-07-29 00:00:00,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC004,UPC004,L002,INR,Kilogram,2,2010-07-30 00:00:00,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC002,UPC002,L007,SDG,Liter,5,2010-07-31 00:00:00,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC003,UPC003,L010,INR,Nos,3,2010-08-01 00:00:00,,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC004,UPC004,L007,INR,Kilogram,1,2010-08-02 00:00:00,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC005,UPC005,L003,USD,Kilogram,2,2010-08-03 00:00:00,PRO0003,,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC006,UPC006,L006,SDG,Nos,1,2010-08-04 00:00:00,,,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC007,UPC007,L002,USD,Nos,1,2010-08-05 00:00:00,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC008,UPC008,L006,USD,Kilogram,3,2010-08-06 00:00:00,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC009,UPC009,L006,SDG,Kilogram,1,2010-08-07 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC010,UPC010,L009,SDG,Kilogram,2,2010-08-08 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC011,UPC011,L008,USD,Kilogram,5,2010-08-09 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC012,UPC012,L007,INR,Nos,3,2010-08-10 00:00:00,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC013,UPC013,L007,USD,Nos,1,2010-08-11 00:00:00,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC014,UPC014,L002,SDG,Nos,2,2010-08-12 00:00:00,,DC003,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC015,UPC015,L004,SDG,Nos,1,2010-08-13 00:00:00,,DC004,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC016,UPC016,L003,USD,Kilogram,1,2010-08-14 00:00:00,,DC005,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC017,UPC017,L007,INR,Kilogram,3,2010-08-15 00:00:00,PRO0001,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC018,UPC018,L006,INR,Nos,1,2010-08-16 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC001,UPC001,L002,USD,Liter,2,2010-08-17 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC002,UPC002,L002,SDG,Liter,5,2010-08-18 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC003,UPC003,L008,INR,Nos,3,2010-08-19 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC004,UPC004,L006,INR,Kilogram,1,2010-08-20 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC002,UPC002,L002,SDG,Liter,2,2010-08-21 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC003,UPC003,L004,USD,Nos,1,2010-08-22 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC004,UPC004,L001,USD,Kilogram,1,2010-08-23 00:00:00,PRO0002,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC005,UPC005,L002,INR,Kilogram,3,2010-08-24 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC006,UPC006,L005,USD,Nos,1,2010-08-25 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC007,UPC007,L002,SDG,Nos,2,2010-08-26 00:00:00,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC008,UPC008,L003,SDG,Kilogram,5,2010-08-27 00:00:00,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC009,UPC009,L006,USD,Kilogram,3,2010-08-28 00:00:00,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC010,UPC010,L003,SDG,Kilogram,1,2010-08-29 00:00:00,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC011,UPC011,L004,SDG,Kilogram,2,2010-08-30 00:00:00,,DC001,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC012,UPC012,L010,INR,Nos,1,2010-08-31 00:00:00,,DC002,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC013,UPC013,L004,USD,Nos,1,2010-09-01 00:00:00,,DC003,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC014,UPC014,L003,SDG,Nos,3,2010-09-02 00:00:00,,DC004,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC015,UPC015,L003,USD,Nos,1,2010-09-03 00:00:00,PRO0003,DC005,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC016,UPC016,L006,SDG,Kilogram,2,2010-09-04 00:00:00,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC017,UPC017,L003,INR,Kilogram,5,2010-09-05 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC018,UPC018,L006,INR,Nos,3,2010-09-06 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC001,UPC001,L002,INR,Liter,1,2010-09-07 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC002,UPC002,L010,SDG,Liter,2,2010-09-08 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC003,UPC003,L010,SDG,Nos,1,2010-09-09 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC004,UPC004,L004,INR,Kilogram,1,2010-09-10 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC002,UPC002,L010,SDG,Liter,3,2010-09-11 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC003,UPC003,L008,USD,Nos,1,2010-09-12 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC004,UPC004,L005,INR,Kilogram,2,2010-09-13 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC005,UPC005,L010,INR,Kilogram,5,2010-09-14 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC006,UPC006,L002,SDG,Nos,3,2010-09-15 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC007,UPC007,L002,INR,Nos,1,2010-09-16 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC008,UPC008,L009,USD,Kilogram,2,2010-09-17 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC009,UPC009,L007,USD,Kilogram,1,2010-09-18 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC010,UPC010,L006,USD,Kilogram,1,2010-09-19 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC011,UPC011,L010,INR,Kilogram,3,2010-09-20 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC012,UPC012,L008,SDG,Nos,1,2010-09-21 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC013,UPC013,L002,USD,Nos,2,2010-09-22 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC014,UPC014,L005,INR,Nos,5,2010-09-23 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC015,UPC015,L007,INR,Nos,3,2010-09-23 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC016,UPC016,L007,INR,Kilogram,1,2010-09-23 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC017,UPC017,L007,USD,Kilogram,2,2010-09-23 00:00:00,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC018,UPC018,L006,INR,Nos,1,2010-09-23 00:00:00,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC001,UPC001,L002,SDG,Liter,1,2010-09-23 00:00:00,PRO0001,DC003,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC002,UPC002,L005,USD,Liter,3,2010-09-23 00:00:00,,DC004,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC003,UPC003,L007,SDG,Nos,1,2010-09-23 00:00:00,,DC005,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC004,UPC004,L010,INR,Kilogram,2,2010-09-23 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC002,UPC002,L006,INR,Liter,5,2010-09-23 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC003,UPC003,L003,INR,Nos,3,2010-09-23 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC004,UPC004,L006,SDG,Kilogram,1,2010-09-23 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC005,UPC005,L008,INR,Kilogram,2,2010-09-23 00:00:00,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC006,UPC006,L004,USD,Nos,1,2010-09-23 00:00:00,PRO0002,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC007,UPC007,L008,SDG,Nos,1,2010-09-23 00:00:00,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC008,UPC008,L007,USD,Kilogram,3,2010-09-23 00:00:00,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC009,UPC009,L005,USD,Kilogram,1,2010-09-24 00:00:00,,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC010,UPC010,L007,SDG,Kilogram,2,2010-09-24 00:00:00,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC011,UPC011,L003,USD,Kilogram,5,2010-09-24 00:00:00,,,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC012,UPC012,L003,SDG,Nos,3,2010-09-25 00:00:00,,,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC013,UPC013,L010,USD,Nos,1,2010-09-26 00:00:00,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC014,UPC014,L001,SDG,Nos,2,2010-09-27 00:00:00,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC015,UPC015,L006,USD,Nos,1,2010-09-28 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC016,UPC016,L007,INR,Kilogram,1,2010-09-29 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC017,UPC017,L001,INR,Kilogram,3,2010-09-30 00:00:00,PRO0003,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC018,UPC018,L007,USD,Nos,1,2010-10-01 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC001,UPC001,L008,INR,Liter,2,2010-10-02 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC002,UPC002,L006,INR,Liter,5,2010-10-03 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC003,UPC003,L001,SDG,Nos,3,2010-10-04 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC004,UPC004,L004,USD,Kilogram,1,2010-10-05 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC002,UPC002,L002,INR,Liter,2,2010-10-06 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC003,UPC003,L005,SDG,Nos,1,2010-10-07 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC004,UPC004,L010,SDG,Kilogram,1,2010-10-08 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC005,UPC005,L002,INR,Kilogram,3,2010-10-09 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC006,UPC006,L008,USD,Nos,1,2010-10-10 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC007,UPC007,L003,INR,Nos,2,2010-10-11 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC008,UPC008,L007,USD,Kilogram,5,2010-10-12 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC009,UPC009,L008,SDG,Kilogram,3,2010-10-13 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC010,UPC010,L001,SDG,Kilogram,1,2010-10-14 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC011,UPC011,L007,INR,Kilogram,1,2010-10-15 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC012,UPC012,L004,USD,Nos,3,2010-10-16 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC013,UPC013,L003,INR,Nos,1,2010-10-17 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC014,UPC014,L001,SDG,Nos,2,2010-10-18 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC015,UPC015,L002,USD,Nos,5,2010-10-19 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC016,UPC016,L002,SDG,Kilogram,3,2010-10-15 00:00:00,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC017,UPC017,L003,INR,Kilogram,1,2010-10-16 00:00:00,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC018,UPC018,L007,SDG,Nos,2,2010-10-17 00:00:00,PRO0001,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC001,UPC001,L001,SDG,Liter,1,2010-10-18 00:00:00,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC002,UPC002,L005,USD,Liter,1,2010-10-19 00:00:00,,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC003,UPC003,L006,USD,Nos,3,2010-10-15 00:00:00,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC004,UPC004,L003,USD,Kilogram,1,2010-10-16 00:00:00,,,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC002,UPC002,L007,USD,Liter,2,2010-10-17 00:00:00,,,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC003,UPC003,L006,INR,Nos,5,2010-10-18 00:00:00,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC004,UPC004,L010,SDG,Kilogram,3,2010-10-19 00:00:00,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC005,UPC005,L007,SDG,Kilogram,1,2010-10-15 00:00:00,PRO0002,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC006,UPC006,L007,USD,Nos,2,2010-10-16 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC007,UPC007,L004,USD,Nos,1,2010-10-17 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC008,UPC008,L003,USD,Kilogram,1,2010-10-18 00:00:00,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC009,UPC009,L009,INR,Kilogram,3,2010-10-19 00:00:00,,DC001,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC010,UPC010,L004,SDG,Kilogram,1,2010-10-15 00:00:00,,DC002,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
